TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"6972204","YuGiOh","Photon Hypernova","Laevatein, Generaider Boss of Shadows","","PHHY-EN047","Ultra Rare","Near Mint 1st Edition","1.49","1.48","1.7400","0.2500","1","0","1.4900",""
"6971821","YuGiOh","Photon Hypernova","The Abyss Dragon Swordsoul","","PHHY-EN005","Super Rare","Near Mint 1st Edition","0.18","","1.5400","0.0500","1","0","0.5000",""
"735143","YuGiOh","Photon Shockwave","Evolsaur Vulcano","","PHSW-EN019","Rare","Near Mint 1st Edition","0.74","","1.8900","0.4000","1","0","0.8300",""
"734984","YuGiOh","Photon Shockwave","Evolzar Laggia","","PHSW-EN043","Ultra Rare","Near Mint Unlimited","1.97","","3.4500","1.9600","1","0","2.1700",""
"5728205","YuGiOh","Power of the Elements","Ashura King","","POTE-EN048","Secret Rare","Near Mint 1st Edition","0.98","7.62","2.1200","0.6300","1","0","0.9800",""
"5727942","YuGiOh","Power of the Elements","Elemental HERO Spirit of Neos","","POTE-EN001","Super Rare","Near Mint 1st Edition","0.34","0.25","1.6400","0.1500","3","0","0.5000",""
"5728220","YuGiOh","Power of the Elements","EN - Engage Neo Space","","POTE-EN051","Super Rare","Near Mint 1st Edition","0.70","19.89","1.9600","0.4700","1","0","2.5600",""
"6801879","YuGiOh","Power of the Elements","Exosister Returnia","","POTE-EN076","Super Rare","Near Mint Unlimited","0.42","","1.7800","0.2900","1","0","0.5500",""
"6801829","YuGiOh","Power of the Elements","Rikka Konkon","","POTE-EN066","Super Rare","Near Mint Unlimited","0.20","","1.5900","0.1000","1","0","0.5000",""
"5728296","YuGiOh","Power of the Elements","Rikka Konkon","","POTE-EN066","Super Rare","Near Mint 1st Edition","0.26","0.07","1.5600","0.0700","2","0","0.5000",""
"5728210","YuGiOh","Power of the Elements","Spright Elf","","POTE-EN049","Ultra Rare","Near Mint 1st Edition","7.30","7.98","5.9900","5.9900","1","0","6.4700",""
"6801579","YuGiOh","Power of the Elements","Tearlaments Scheiren","","POTE-EN014","Super Rare","Near Mint Unlimited","2.15","29.90","3.3400","1.8500","0","0","2.2700",""
"5728031","YuGiOh","Power of the Elements","Vernusylph of the Awakening Forests","","POTE-EN017","Super Rare","Near Mint 1st Edition","0.44","","1.7400","0.2500","5","0","0.5200",""
"1180444","YuGiOh","Premium Gold","Mirror Force","","PGLD-EN059","Gold Rare","Near Mint 1st Edition","3.22","","9.4800","7.9900","2","0","3.2200",""
"1180563","YuGiOh","Premium Gold","Spirit Reaper","","PGLD-EN083","Gold Rare","Near Mint 1st Edition","1.29","","2.9700","1.4800","1","0","1.4800",""
"3098866","YuGiOh","Premium Gold: Infinite Gold","Mask Change II","","PGL3-EN086","Gold Rare","Near Mint 1st Edition","0.49","","1.9300","0.4400","1","0","0.5500",""
"3098526","YuGiOh","Premium Gold: Infinite Gold","Red Supremacy","","PGL3-EN020","Gold Secret Rare","Near Mint 1st Edition","0.35","","1.7400","0.2500","1","0","0.5000",""
"3098606","YuGiOh","Premium Gold: Infinite Gold","Treacherous Trap Hole","","PGL3-EN036","Gold Secret Rare","Near Mint 1st Edition","0.58","","1.7400","0.2500","1","0","0.5800",""
"3098607","YuGiOh","Premium Gold: Infinite Gold","Treacherous Trap Hole","","PGL3-EN036","Gold Secret Rare","Lightly Played 1st Edition","0.43","","1.8200","0.3300","1","0","0.5000",""
"3098616","YuGiOh","Premium Gold: Infinite Gold","Void Trap Hole","","PGL3-EN038","Gold Secret Rare","Near Mint 1st Edition","0.47","","1.6800","0.1900","1","0","0.5200",""
"2945026","YuGiOh","Premium Gold: Return of the Bling","Absolute King Back Jack","","PGL2-EN002","Gold Secret Rare","Near Mint Unlimited","0.47","","1.7400","0.2500","1","0","0.4700",""
"2828159","YuGiOh","Premium Gold: Return of the Bling","Naturia Beast","","PGL2-EN086","Gold Rare","Near Mint 1st Edition","0.88","3.99","2.2900","0.8000","1","0","0.8800",""
"1185521","YuGiOh","Primal Origin","Number 80: Rhapsody in Berserk","","PRIO-EN045","Rare","Near Mint 1st Edition","2.10","","3.1800","1.6900","1","0","2.1000",""
"1185476","YuGiOh","Primal Origin","Sylvan Charity","","PRIO-EN062","Ultra Rare","Near Mint 1st Edition","2.89","","3.4900","2.0000","1","0","3.0800",""
"1227654","YuGiOh","Primal Origin","Sylvan Sagequoia","","PRIO-EN021","Ultra Rare","Near Mint Unlimited","1.86","","3.1000","1.6100","1","0","2.0900",""
"1185297","YuGiOh","Primal Origin","Traptrix Dionaea","","PRIO-EN025","Rare","Lightly Played 1st Edition","0.31","","1.5800","0.0900","1","0","0.5000",""
"8346717","YuGiOh","Quarter Century Bonanza","Laundry Dragonmaid (Quarter Century Secret Rare)","","RA03-EN021","Quarter Century Secret Rare","Near Mint 1st Edition","2.33","","3.4400","1.9500","3","0","2.3300",""
"8347762","YuGiOh","Quarter Century Bonanza","Polymerization (B) (HERO Art) (Secret Rare)","","RA03-EN051","Secret Rare","Near Mint 1st Edition","3.43","","4.7300","3.2400","0","0","3.4400",""
"8347727","YuGiOh","Quarter Century Bonanza","Promethean Princess, Bestower of Flames (Secret Rare)","","RA03-EN050","Secret Rare","Near Mint 1st Edition","1.97","","2.8500","1.3600","1","0","2.2300",""
"8670359","YuGiOh","Quarter Century Stampede","Ash Blossom & Joyous Spring (Alternate Art) (Secret Rare)","","RA04-EN025","Secret Rare","Near Mint 1st Edition","2.94","2.99","3.5000","2.0100","12","0","6.0000",""
"8672519","YuGiOh","Quarter Century Stampede","Destructive Daruma Karma Cannon (Secret Rare)","","RA04-EN103","Secret Rare","Near Mint 1st Edition","0.44","0.28","1.5900","0.1000","1","0","0.5500",""
"8670914","YuGiOh","Quarter Century Stampede","Fiendsmith Engraver (UR)","","RA04-EN049","Ultra Rare","Near Mint 1st Edition","1.27","0.75","1.8500","0.3600","0","0","1.0800",""
"8670014","YuGiOh","Quarter Century Stampede","Ghost Ogre & Snow Rabbit","","RA04-EN015","Super Rare","Near Mint 1st Edition","0.45","","1.7300","0.1300","1","0","0.5500",""
"8670009","YuGiOh","Quarter Century Stampede","Ghost Ogre & Snow Rabbit (Secret Rare)","","RA04-EN015","Secret Rare","Near Mint 1st Edition","1.05","","1.9400","0.4500","1","0","0.8800",""
"8671584","YuGiOh","Quarter Century Stampede","Super Starslayer TY-PHON - Sky Crisis","","RA04-EN072","Super Rare","Near Mint 1st Edition","0.80","","1.7400","0.2500","2","0","0.8000",""
"766839","YuGiOh","Ra Yellow Mega Pack","The Six Samurai - Kamon","","RYMP-EN089","Ultra Rare","Near Mint 1st Edition","1.39","","2.4800","0.9900","2","0","1.6200",""
"766795","YuGiOh","Ra Yellow Mega Pack","The Six Samurai - Yaichi","","RYMP-EN088","Ultra Rare","Near Mint 1st Edition","2.52","","4.2300","2.7400","2","0","3.2600",""
"766851","YuGiOh","Ra Yellow Mega Pack","The Six Samurai - Zanji","","RYMP-EN092","Ultra Rare","Near Mint 1st Edition","5.06","","6.4000","6.4000","1","0","8.8000",""
"8256541","YuGiOh","Rage of the Abyss","Giant Mimighoul","","ROTA-EN093","Secret Rare","Near Mint 1st Edition","0.82","2.47","1.8800","0.3900","2","0","0.8200",""
"8256361","YuGiOh","Rage of the Abyss","Primite Roar","","ROTA-EN059","Super Rare","Near Mint 1st Edition","1.52","2.95","1.9900","0.5000","10","0","1.6200",""
"8256321","YuGiOh","Rage of the Abyss","The Hallowed Azamina","","ROTA-EN053","Super Rare","Near Mint 1st Edition","1.15","2.94","2.1300","0.6400","1","0","1.1500",""
"540159","YuGiOh","Raging Battle","Level Warrior","","RGBT-EN002","Super Rare","Lightly Played 1st Edition","0.84","","1.9900","0.5000","1","0","0.9200",""
"3322185","YuGiOh","Raging Tempest","Crystron Quariongandrax","","RATE-EN046","Ultra Rare","Near Mint Unlimited","1.50","","2.0500","0.5000","1","0","1.7300",""
"3286557","YuGiOh","Raging Tempest","Heavy Armored Train Ironwolf","","RATE-EN050","Super Rare","Near Mint 1st Edition","0.61","","1.8800","0.3900","1","0","0.5900",""
"3286577","YuGiOh","Raging Tempest","Zoodiac Boarbow","","RATE-EN054","Rare","Near Mint 1st Edition","0.38","","1.7600","0.2700","1","0","0.5000",""
"3286382","YuGiOh","Raging Tempest","Zoodiac Thoroughblade","","RATE-EN017","Ultra Rare","Near Mint 1st Edition","1.34","3.97","2.5900","1.1000","1","0","1.3400",""
"3286567","YuGiOh","Raging Tempest","Zoodiac Tigermortar","","RATE-EN052","Ultra Rare","Near Mint 1st Edition","1.07","","2.2000","0.7100","1","0","1.0700",""
"9212816","YuGiOh","Rarity Collection 5","Dragon's Mind (Secret Rare)","","RA05-EN082","Secret Rare","Near Mint 1st Edition","0.43","","1.7700","0.2800","2","0","0.5900",""
"9211076","YuGiOh","Rarity Collection 5","Kashtira Unicorn (Secret Rare)","","RA05-EN025","Secret Rare","Near Mint 1st Edition","0.39","","1.6000","0.1100","1","0","0.5000",""
"9210966","YuGiOh","Rarity Collection 5","Spright Blue (Ultimate Rare)","","RA05-EN021","Ultimate Rare","Near Mint 1st Edition","0.37","","1.7400","0.2500","1","0","0.6000",""
"8103495","YuGiOh","Retro Pack (2020 Date Reprint)","Sangan","","RP01-EN036","Super Rare","Near Mint Unlimited","2.93","","3.2400","1.7500","1","0","3.0100",""
"8103515","YuGiOh","Retro Pack (2020 Date Reprint)","Thunder Dragon","","RP01-EN040","Common","Near Mint Unlimited","3.88","","4.9600","3.4700","0","0","4.0000",""
"688179","YuGiOh","Rise of Destiny Special Edition","Diffusion Wave-Motion","","RDS-ENSE1","Ultra Rare","Near Mint Limited","0.43","","1.5700","0.0800","1","0","0.5000",""
"679967","YuGiOh","Rise of Destiny Special Edition","Judgment of Anubis","","RDS-ENSE3","Ultra Rare","Moderately Played Limited","0.46","","1.7500","0.2600","1","0","0.5100",""
"4511474","YuGiOh","Rise of the Duelist","Dogmatika Ecclesia, the Virtuous","","ROTD-EN005","Ultra Rare","Near Mint 1st Edition","0.83","1.42","1.9600","0.4700","1","0","0.8300",""
"4141596","YuGiOh","Rising Rampage","Capshell","","RIRA-EN000","Secret Rare","Near Mint 1st Edition","1.12","1.88","2.3900","0.9000","2","0","1.1200",""
"4195394","YuGiOh","Rising Rampage","Shaman of the Tenyi","","RIRA-EN044","Ultra Rare","Near Mint Unlimited","1.91","11.71","2.3100","0.8200","2","0","1.9100",""
"763925","YuGiOh","Samurai Assault","Elder of the Six Samurai","","SAAS-EN001","Super Rare","Near Mint Limited","0.82","","1.9900","0.5000","1","0","0.8700",""
"3967182","YuGiOh","Savage Strike","Elemental HERO Brave Neos","","SAST-EN035","Super Rare","Near Mint 1st Edition","0.57","0.49","1.9700","0.4800","1","0","0.5700",""
"3967252","YuGiOh","Savage Strike","Salamangreat Sunlight Wolf","","SAST-EN048","Rare","Near Mint 1st Edition","0.73","","2.0800","0.5900","2","0","0.8000",""
"3979583","YuGiOh","Savage Strike","Trickstar Divaridis","","SAST-EN049","Ultra Rare","Near Mint Unlimited","2.99","","4.4600","2.9700","1","0","3.2900",""
"3967332","YuGiOh","Savage Strike","Trickstar Divaridis","","SAST-EN049","Ultra Rare","Near Mint 1st Edition","3.28","4.99","4.4300","2.9400","2","0","3.5300",""
"3967297","YuGiOh","Savage Strike","Trickstar Live Stage","","SAST-EN058","Secret Rare","Near Mint 1st Edition","3.23","","3.9900","2.5000","2","0","3.5300",""
"3976918","YuGiOh","Savage Strike","White Rose Dragon","","SAST-ENSE4","Super Rare","Near Mint Limited","0.43","0.40","1.7900","0.3000","1","0","0.5000",""
"4356142","YuGiOh","Secret Slayers","Adamancipator Crystal - Dragite","","SESL-EN006","Super Rare","Near Mint 1st Edition","0.32","","1.6900","0.2000","3","0","0.5000",""
"4356132","YuGiOh","Secret Slayers","Adamancipator Crystal - Leonite","","SESL-EN004","Super Rare","Near Mint 1st Edition","0.22","","1.5400","0.0500","1","0","0.5000",""
"4356137","YuGiOh","Secret Slayers","Adamancipator Crystal - Raptite","","SESL-EN005","Super Rare","Near Mint 1st Edition","0.23","","1.5800","0.0900","1","0","0.5000",""
"4356162","YuGiOh","Secret Slayers","Adamancipator Laputite","","SESL-EN010","Super Rare","Near Mint 1st Edition","0.56","","1.5700","0.0800","3","0","0.6300",""
"4356147","YuGiOh","Secret Slayers","Adamancipator Risen - Leonite","","SESL-EN007","Secret Rare","Near Mint 1st Edition","2.48","3.84","3.9900","2.5000","1","0","2.5200",""
"4356167","YuGiOh","Secret Slayers","Adamancipator Signs","","SESL-EN011","Super Rare","Near Mint 1st Edition","0.31","","1.7300","0.2400","4","0","0.5000",""
"4356312","YuGiOh","Secret Slayers","Doki Doki","","SESL-EN037","Super Rare","Near Mint 1st Edition","0.26","","1.6800","0.1900","4","0","0.5000",""
"4356307","YuGiOh","Secret Slayers","El Dorado Adelantado","","SESL-EN036","Secret Rare","Near Mint 1st Edition","0.30","","1.6200","0.1300","5","0","0.5000",""
"4356367","YuGiOh","Secret Slayers","Koa'ki Meiru Guardian","","SESL-EN048","Super Rare","Near Mint 1st Edition","2.26","","3.4500","1.9600","3","0","2.8400",""
"4356427","YuGiOh","Secret Slayers","Trap Trick","","SESL-EN060","Super Rare","Near Mint 1st Edition","0.33","","1.6300","0.1400","3","0","0.5000",""
"4356332","YuGiOh","Secret Slayers","Tytannial, Princess of Camellias","","SESL-EN041","Super Rare","Near Mint 1st Edition","0.88","","2.3100","0.8200","1","0","0.8800",""
"2734676","YuGiOh","Secrets of Eternity","Tenacity of the Monarchs","","SECE-EN061","Rare","Near Mint Unlimited","0.65","","1.9800","0.4900","1","0","0.6900",""
"1279846","YuGiOh","Secrets of Eternity","Tenacity of the Monarchs","","SECE-EN061","Rare","Near Mint 1st Edition","0.62","","1.8900","0.4000","3","0","0.7900",""
"680029","YuGiOh","Shadow of Infinity","Acid Trap Hole","","SOI-ENSE1","Secret Rare","Moderately Played Limited","0.49","","1.9800","0.4900","1","0","0.5500",""
"573198","YuGiOh","Shadow of Infinity","D.D. Guide","","SOI-EN014","Common","Lightly Played Unlimited","0.23","","1.5400","0.0500","1","0","0.5000",""
"1141064","YuGiOh","Shadow Specters","Bujintei Kagutsuchi","","SHSP-EN053","Ultra Rare","Near Mint 1st Edition","3.59","","4.7000","3.2100","1","0","3.5900",""
"3827030","YuGiOh","Shadows in Valhalla","Magical Meltdown","","SHVA-EN042","Super Rare","Near Mint 1st Edition","1.18","19.31","2.2500","0.7500","2","0","1.1800",""
"3826980","YuGiOh","Shadows in Valhalla","Neo-Spacian Glow Moss","","SHVA-EN032","Super Rare","Near Mint 1st Edition","0.24","","1.6700","0.1800","2","0","0.5000",""
"3826845","YuGiOh","Shadows in Valhalla","Old Entity Cthugua","","SHVA-EN016","Secret Rare","Near Mint 1st Edition","0.57","","1.7400","0.2500","1","0","0.6100",""
"3149888","YuGiOh","Shining Victories","Amorphage Sloth","","SHVI-EN030","Secret Rare","Lightly Played Unlimited","7.59","","10.5000","9.7200","0","0","32.9900",""
"3150142","YuGiOh","Shining Victories","Cattle Call","","SHVI-EN081","Super Rare","Near Mint Unlimited","0.28","","1.5700","0.0800","1","0","0.5000",""
"3149722","YuGiOh","Shining Victories","Scapeghost","","SHVI-ENSE4","Super Rare","Lightly Played Limited","0.49","","1.8700","0.3800","1","0","0.5400",""
"3150172","YuGiOh","Shining Victories","Thunder King, the Lightningstrike Kaiju","","SHVI-EN087","Rare","Near Mint Unlimited","0.64","","1.9900","0.5000","1","0","0.6300",""
"671860","YuGiOh","Shonen Jump Magazine Promos","Gandora the Dragon of Destruction","","JUMP-EN028","Ultra Rare","Lightly Played Limited","3.64","","4.8600","3.3700","0","0","3.9500",""
"671840","YuGiOh","Shonen Jump Magazine Promos","The Wicked Eraser","","JUMP-EN016","Ultra Rare","Lightly Played Limited","1.83","","2.8700","1.3800","1","0","2.0400",""
"688271","YuGiOh","Shonen Jump Magazine Promos","Van'Dalgyon the Dark Dragon Lord","","JUMP-EN023","Ultra Rare","Near Mint Limited","2.74","","3.6900","2.2000","2","0","3.3800",""
"688309","YuGiOh","Sneak Preview Series 2","Ancient Lamp","","SP2-EN001","Ultra Rare","Near Mint Limited","0.61","","1.9900","0.5000","1","0","0.6500",""
"3895242","YuGiOh","Soul Fusion","Extra-Foolish Burial","","SOFU-EN065","Super Rare","Near Mint 1st Edition","0.29","0.29","1.6300","0.1400","1","0","0.5000",""
"3923259","YuGiOh","Soul Fusion","Thunder Dragonroar","","SOFU-EN021","Ultra Rare","Near Mint Unlimited","3.48","4.49","2.4800","0.9900","1","0","3.4800",""
"4424719","YuGiOh","Speed Duel Decks: Match of the Millennium","Toon Dark Magician","","SS04-ENB08","Common","Lightly Played 1st Edition","6.39","49.18","49.1800","49.1800","1","0","10.0000",""
"5472868","YuGiOh","Speed Duel GX: Duel Academy Box","Book of Moon (Secret Rare)","","SGX1-ENI15","Secret Rare","Near Mint 1st Edition","1.14","2.99","2.1400","0.6500","1","0","1.1700",""
"5472663","YuGiOh","Speed Duel GX: Duel Academy Box","Crystal Beast Sapphire Pegasus (Secret Rare)","","SGX1-ENF08","Secret Rare","Near Mint 1st Edition","0.55","0.55","1.6900","0.2000","1","0","0.5700",""
"7039130","YuGiOh","Speed Duel GX: Duelists of Shadows","Golden Homunculus (Secret Rare)","","SGX3-ENF02","Secret Rare","Near Mint 1st Edition","0.36","","1.8100","0.3200","1","0","0.5000",""
"7038600","YuGiOh","Speed Duel GX: Duelists of Shadows","Hamon, Lord of Striking Thunder","","SGX3-ENG02","Secret Rare","Near Mint 1st Edition","0.45","","1.7900","0.3000","1","0","0.5100",""
"7039155","YuGiOh","Speed Duel GX: Duelists of Shadows","Il Blud (Secret Rare)","","SGX3-ENI17","Secret Rare","Near Mint 1st Edition","0.67","","1.9900","0.5000","1","0","0.6700",""
"7038025","YuGiOh","Speed Duel GX: Duelists of Shadows","Super Polymerization","","SGX3-ENA17","Common","Near Mint 1st Edition","3.47","16.50","4.9800","3.4900","0","0","3.5800",""
"7038145","YuGiOh","Speed Duel GX: Duelists of Shadows","Totem Dragon","","SGX3-ENB12","Common","Near Mint 1st Edition","0.58","","1.8400","0.3500","1","0","0.6600",""
"7038595","YuGiOh","Speed Duel GX: Duelists of Shadows","Uria, Lord of Searing Flames","","SGX3-ENG01","Secret Rare","Near Mint 1st Edition","0.46","","1.7400","0.2500","1","0","0.5200",""
"7811923","YuGiOh","Speed Duel GX: Midterm Destruction","Neo-Spacian Grand Mole (Secret Rare)","","SGX4-ENA10","Secret Rare","Near Mint 1st Edition","7.42","","10.2600","8.9900","3","0","9.9900",""
"5836607","YuGiOh","Speed Duel GX: Midterm Paradox","Water Dragon (Secret Rare)","","SGX2-ENC01","Secret Rare","Near Mint 1st Edition","0.38","","1.6400","0.1500","1","0","0.5000",""
"4055231","YuGiOh","Speed Duel: Attack from the Deep","Apprentice Magician","","SBAD-EN002","Super Rare","Near Mint 1st Edition","0.93","","1.9900","0.5000","1","0","0.9300",""
"8391238","YuGiOh","Speed Duel: Battle City Finals","Blue-Eyes White Dragon (PSR)","","SBC2-ENB02","Prismatic Secret Rare","Near Mint 1st Edition","7.16","96.26","6.9800","6.9800","1","0","7.4100",""
"8391568","YuGiOh","Speed Duel: Battle City Finals","Harpie Channeler (PSR)","","SBC2-ENH04","Prismatic Secret Rare","Near Mint 1st Edition","0.57","","1.9400","0.4500","1","0","0.6600",""
"8391918","YuGiOh","Speed Duel: Battle City Finals","Obelisk the Tormentor","","SBC2-ENB01","Prismatic Secret Rare","Near Mint 1st Edition","1.50","","2.4900","1.0000","1","0","1.5600",""
"8392048","YuGiOh","Speed Duel: Battle City Finals","Shinato, King of a Higher Plane (PSR)","","SBC2-ENI01","Prismatic Secret Rare","Near Mint 1st Edition","0.67","","2.0900","0.6000","1","0","0.7400",""
"8392083","YuGiOh","Speed Duel: Battle City Finals","Slifer the Sky Dragon","","SBC2-ENA01","Prismatic Secret Rare","Near Mint 1st Edition","1.20","","2.5000","1.0000","1","0","1.2900",""
"8392198","YuGiOh","Speed Duel: Battle City Finals","The Winged Dragon of Ra","","SBC2-END01","Prismatic Secret Rare","Near Mint 1st Edition","4.80","5.24","5.2400","5.2400","1","0","5.3000",""
"8392203","YuGiOh","Speed Duel: Battle City Finals","The Winged Dragon of Ra - Immortal Phoenix (PSR)","","SBC2-END02","Prismatic Secret Rare","Near Mint 1st Edition","2.42","19.90","3.9600","2.4700","1","0","2.5900",""
"8392213","YuGiOh","Speed Duel: Battle City Finals","The Winged Dragon of Ra - Sphere Mode (PSR)","","SBC2-END03","Prismatic Secret Rare","Near Mint 1st Edition","4.06","","5.4800","3.9900","1","0","4.4300",""
"4007407","YuGiOh","Speed Duel: Tournament Pack 1","Gravekeeper's Stele","","STP1-EN018","Super Rare","Near Mint Unlimited","0.57","","1.7100","0.2200","1","0","0.5700",""
"4007367","YuGiOh","Speed Duel: Tournament Pack 1","Relinquished","","STP1-EN010","Ultra Rare","Near Mint Unlimited","8.04","6.98","6.9800","6.9800","1","0","9.1300",""
"4007377","YuGiOh","Speed Duel: Tournament Pack 1","Toon Table of Contents","","STP1-EN012","Super Rare","Near Mint Unlimited","4.89","","5.8900","5.8900","0","0","4.5000",""
"7849991","YuGiOh","Speed Duel: Tournament Pack 7","Gearfried the Red-Eyes Iron Knight","","STP7-EN002","Ultra Rare","Near Mint Unlimited","15.99","","15.0000","15.0000","1","0","15.9900",""
"3165375","YuGiOh","Spell Ruler","Nimble Momonga","","SRL-086","Rare","Near Mint Unlimited","0.49","","1.6000","0.1000","1","0","0.5000",""
"3541956","YuGiOh","Spirit Warriors","Hand of the Six Samurai","","SPWA-EN042","Super Rare","Near Mint 1st Edition","0.35","","1.6400","0.1500","1","0","0.5000",""
"2893726","YuGiOh","Star Pack ARC-V","Constellar Kaus (Shatterfoil)","","SP15-EN008","Shatterfoil Rare","Near Mint 1st Edition","1.24","","2.7200","1.2300","1","0","1.3600",""
"2893327","YuGiOh","Star Pack ARC-V","Constellar Pleiades (Shatterfoil)","","SP15-EN035","Shatterfoil Rare","Lightly Played 1st Edition","0.48","","1.9900","0.5000","1","0","0.5500",""
"3633898","YuGiOh","Star Pack VRAINS","Gouki Thunder Ogre (Starfoil)","","SP18-EN035","Starfoil Rare","Near Mint 1st Edition","0.69","","1.9900","0.5000","2","0","0.7600",""
"3633428","YuGiOh","Star Pack VRAINS","Trickstar Candina","","SP18-EN020","Common","Near Mint 1st Edition","2.44","","3.7800","2.2900","6","0","3.0500",""
"3633753","YuGiOh","Star Pack VRAINS","Trickstar Light Stage (Starfoil)","","SP18-EN040","Starfoil Rare","Near Mint 1st Edition","0.92","","2.4100","0.9200","1","0","1.0100",""
"3633443","YuGiOh","Star Pack VRAINS","Trickstar Lilybell","","SP18-EN021","Common","Near Mint 1st Edition","0.61","","1.9700","0.4800","1","0","0.6500",""
"3633438","YuGiOh","Star Pack VRAINS","Trickstar Lilybell (Starfoil)","","SP18-EN021","Starfoil Rare","Near Mint 1st Edition","0.53","","1.9800","0.4900","3","0","0.6600",""
"3633448","YuGiOh","Star Pack VRAINS","Trickstar Lycoris","","SP18-EN022","Common","Near Mint 1st Edition","0.70","","1.9700","0.4800","5","0","0.8800",""
"3633453","YuGiOh","Star Pack VRAINS","Trickstar Lycoris (Starfoil)","","SP18-EN022","Starfoil Rare","Near Mint 1st Edition","0.60","","2.0500","0.5600","1","0","0.6500",""
"3633458","YuGiOh","Star Pack VRAINS","Trickstar Narkissus (Starfoil)","","SP18-EN023","Starfoil Rare","Near Mint 1st Edition","0.62","","2.0800","0.5900","1","0","0.6900",""
"3633903","YuGiOh","Star Pack VRAINS","Twin Triangle Dragon (Starfoil)","","SP18-EN036","Starfoil Rare","Near Mint 1st Edition","0.80","","1.9900","0.5000","1","0","0.8800",""
"379256","YuGiOh","Stardust Overdrive","Dark Rabbit","","SOVR-EN090","Rare","Near Mint Unlimited","1.27","","2.6900","1.2000","1","0","1.3900",""
"379127","YuGiOh","Stardust Overdrive","Djinn Releaser of Rituals","","SOVR-EN037","Rare","Near Mint Unlimited","0.46","","1.7300","0.2400","2","0","0.5000",""
"379169","YuGiOh","Stardust Overdrive","Fortune Lady Earth","","SOVR-EN012","Rare","Near Mint Unlimited","1.14","","2.7400","1.2500","3","0","1.2500",""
"379322","YuGiOh","Stardust Overdrive","Stardust Xiaolong","","SOVR-EN002","Rare","Near Mint Unlimited","0.34","","1.6900","0.2000","1","0","0.5000",""
"541216","YuGiOh","Starter Deck: Dawn of the Xyz","Fissure","","YS11-EN025","Common","Lightly Played 1st Edition","0.13","","1.5900","0.1000","1","0","0.5000",""
"475552","YuGiOh","Starter Deck: Dawn of the Xyz","Number 39: Utopia","","YS11-EN041","Ultra Rare","Near Mint 1st Edition","0.46","","1.7000","0.2000","1","0","0.5200",""
"389397","YuGiOh","Starter Deck: Duelist Toolbox","Secret Barrel","","5DS3-EN034","Common","Near Mint 1st Edition","1.59","","2.4900","1.0000","1","0","1.7100",""
"389368","YuGiOh","Starter Deck: Duelist Toolbox","Synchron Explorer","","5DS3-EN005","Super Rare","Near Mint 1st Edition","0.24","","1.5600","0.0700","2","0","0.5000",""
"541276","YuGiOh","Starter Deck: Duelist Toolbox","X-Saber Wayne","","5DS3-EN042","Super Rare","Lightly Played 1st Edition","0.34","","1.6900","0.2000","1","0","0.5000",""
"573736","YuGiOh","Starter Deck: Joey","Change of Heart","","SDJ-030","Common","Lightly Played Unlimited","0.33","","1.6900","0.2000","1","0","0.5000",""
"581950","YuGiOh","Starter Deck: Joey","Change of Heart","","SDJ-030","Common","Moderately Played Unlimited","0.21","","1.6900","0.2000","1","0","0.5000",""
"264570","YuGiOh","Starter Deck: Joey","Dark Hole","","SDJ-026","Common","Near Mint Unlimited","0.34","","1.6900","0.2000","1","0","0.5000",""
"581956","YuGiOh","Starter Deck: Joey","Polymerization","","SDJ-036","Common","Moderately Played Unlimited","0.35","","1.6700","0.1800","1","0","0.5000",""
"573747","YuGiOh","Starter Deck: Joey","Scapegoat","","SDJ-041","Super Rare","Lightly Played Unlimited","0.31","","1.6000","0.1100","1","0","0.5000",""
"573778","YuGiOh","Starter Deck: Kaiba","Dark Hole","","SDK-022","Common","Lightly Played Unlimited","0.32","","1.6900","0.2000","1","0","0.5000",""
"573796","YuGiOh","Starter Deck: Kaiba","Just Desserts","","SDK-040","Common","Lightly Played Unlimited","0.56","","1.8900","0.4000","2","0","0.6200",""
"582010","YuGiOh","Starter Deck: Kaiba","Just Desserts","","SDK-040","Common","Moderately Played Unlimited","0.39","","1.6800","0.1900","1","0","0.5000",""
"582011","YuGiOh","Starter Deck: Kaiba","Lord of D.","","SDK-041","Super Rare","Moderately Played Unlimited","0.44","","1.6400","0.1500","3","0","0.5000",""
"573798","YuGiOh","Starter Deck: Kaiba","The Flute of Summoning Dragon","","SDK-042","Super Rare","Lightly Played Unlimited","0.34","","1.5900","0.1000","1","0","0.5000",""
"573789","YuGiOh","Starter Deck: Kaiba","Trap Hole","","SDK-033","Common","Lightly Played Unlimited","0.18","","1.6500","0.1600","1","0","0.5000",""
"573849","YuGiOh","Starter Deck: Kaiba Evolution","Just Desserts","","SKE-043","Common","Lightly Played Unlimited","0.55","","1.8000","0.3100","1","0","0.5700",""
"573807","YuGiOh","Starter Deck: Kaiba Evolution","Kaiser Sea Horse","","SKE-015","Ultra Rare","Lightly Played Unlimited","0.20","","1.5900","0.1000","3","0","0.5000",""
"573808","YuGiOh","Starter Deck: Kaiba Evolution","Shadow Spell","","SKE-041","Super Rare","Lightly Played Unlimited","0.23","","1.5700","0.0800","1","0","0.5000",""
